geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
5901,RAN,0.576,0.808,0.97576,Enzyme modulator,DTO_05007584,87,72
5902,RANBP1,0.736,0.615,0.82235,Enzyme modulator,DTO_05007584,18,10
5903,RANBP2,0.578,0.615,1.0,Enzyme modulator,DTO_05007584,110,111
5905,RANGAP1,0.617,0.538,0.025531,Enzyme modulator,DTO_05007584,49,30
5906,RAP1A,0.502,0.808,0.62227,Enzyme modulator,DTO_05007584,215,145
5908,RAP1B,0.565,0.769,0.90995,Enzyme modulator,DTO_05007584,116,45
5909,RAP1GAP,0.626,0.5,0.84376,Enzyme modulator,DTO_05007584,63,35
5911,RAP2A,0.751,0.538,0.85068,Enzyme modulator,DTO_05007584,19,16
5912,RAP2B,0.644,0.462,0.48658,Enzyme modulator,DTO_05007584,45,30
5914,RARA,0.47,0.846,0.96305,Nuclear receptor,DTO_00102000,274,733
5915,RARB,0.478,0.846,0.99983,Nuclear receptor,DTO_00102000,254,291
5916,RARG,0.608,0.731,0.99478,Nuclear receptor,DTO_00102000,62,48
5918,RARRES1,0.628,0.385,2.6799e-09,Enzyme modulator,DTO_05007584,53,37
5921,RASA1,0.481,0.885,1.0,Enzyme modulator,DTO_05007584,237,292
5922,RASA2,0.579,0.769,7.391e-31,Enzyme modulator,DTO_05007584,116,39
5923,RASGRF1,0.537,0.769,0.99999,Enzyme modulator,DTO_05007584,124,144
5924,RASGRF2,0.644,0.615,0.15243,Enzyme modulator,DTO_05007584,56,15
5925,RB1,0.444,0.885,1.0,Nucleic acid binding,DTO_05007557,339,581
5926,ARID4A,0.769,0.192,1.0,Transcription factor,DTO_05007542,19,12
5930,RBBP6,0.638,0.538,1.0,Enzyme,DTO_05007624,63,44
5932,RBBP8,0.584,0.808,3.0764e-12,Transcription factor,DTO_05007542,110,47
5933,RBL1,0.666,0.385,2.9339e-12,Nucleic acid binding,DTO_05007557,40,46
5934,RBL2,0.579,0.769,0.99835,Nucleic acid binding,DTO_05007557,89,106
5935,RBM3,0.595,0.654,0.82616,Nucleic acid binding,DTO_05007557,73,43
5936,RBM4,0.736,0.269,0.99005,Nucleic acid binding,DTO_05007557,23,15
5940,RBMY1A1,0.736,0.423,0.29035,Nucleic acid binding,DTO_05007557,23,17
5950,RBP4,0.493,0.808,0.51951,Transporter,DTO_05007405,217,231
5954,RCN1,0.711,0.5,2.8821e-05,Calcium-binding protein,DTO_05007616,30,13
5955,RCN2,0.78,0.269,0.029405,Calcium-binding protein,DTO_05007616,17,9
5956,OPN1LW,0.497,0.808,0.97535,G-protein coupled receptor,DTO_02300001,197,231
5959,RDH5,0.656,0.462,8.872e-11,Enzyme,DTO_05007624,49,40
5962,RDX,0.593,0.615,0.85245,Cellular structure,DTO_05007530,80,69
5965,RECQL,0.615,0.615,1.5345e-20,Enzyme,DTO_05007624,58,47
5966,REL,0.579,0.692,0.99836,Transcription factor,DTO_05007542,90,100
5970,RELA,0.406,0.885,0.99948,Transcription factor,DTO_05007542,483,685
5971,RELB,0.597,0.731,0.994,Transcription factor,DTO_05007542,72,47
5972,REN,0.37,0.923,2.4297e-07,Enzyme,DTO_05007624,721,2637
5973,RENBP,0.528,0.769,0.44916,Enzyme,DTO_05007624,156,173
5976,UPF1,0.663,0.615,1.0,Enzyme,DTO_05007624,38,30
5977,DPF2,0.604,0.731,0.99985,Enzyme,DTO_05007624,99,7
5978,REST,0.535,0.808,0.99186,Transcription factor,DTO_05007542,178,178
5979,RET,0.392,0.885,1.0,Kinase,DTO_03300101,607,2307
5982,RFC2,0.52,0.769,2.2054e-06,Enzyme,DTO_05007624,206,26
5983,RFC3,0.705,0.269,9.576e-06,Enzyme,DTO_05007624,28,13
5984,RFC4,0.743,0.192,4.4992e-07,Enzyme,DTO_05007624,17,12
5985,RFC5,0.861,0.115,0.00050356,Enzyme,DTO_05007624,5,2
5989,RFX1,0.636,0.538,0.99724,Transcription factor,DTO_05007542,47,33
5990,RFX2,0.89,0.154,0.9997,Transcription factor,DTO_05007542,7,4
5991,RFX3,0.686,0.462,1.0,Transcription factor,DTO_05007542,28,10
5992,RFX4,0.821,0.231,0.99999,Transcription factor,DTO_05007542,8,6
5993,RFX5,0.65,0.577,1.9605e-11,Enzyme,DTO_05007624,64,8
5995,RGR,0.691,0.385,2.4228e-10,G-protein coupled receptor,DTO_02300001,43,15
5996,RGS1,0.653,0.731,0.78178,Enzyme modulator,DTO_05007584,47,31
5997,RGS2,0.561,0.769,5.6973e-06,Enzyme modulator,DTO_05007584,109,88
5999,RGS4,0.621,0.577,5.1409e-08,Enzyme modulator,DTO_05007584,64,93
6003,RGS13,0.769,0.423,0.0004479,Enzyme modulator,DTO_05007584,12,5
6004,RGS16,0.769,0.308,1.0062e-05,Enzyme modulator,DTO_05007584,16,9
6005,RHAG,0.716,0.346,0.010404,Transporter,DTO_05007405,41,19
6009,RHEB,0.631,0.577,0.98119,Enzyme modulator,DTO_05007584,53,32
6010,RHO,0.525,0.769,0.00013108,G-protein coupled receptor,DTO_02300001,178,429
6011,GRK1,0.695,0.423,3.0677e-05,Kinase,DTO_03300101,26,22
6013,RLN1,0.769,0.346,0.0065226,Signaling,DTO_05007599,17,10
6014,RIT2,0.647,0.538,0.00063244,Enzyme modulator,DTO_05007584,46,108
6016,RIT1,0.527,0.808,0.13281,Enzyme modulator,DTO_05007584,184,58
6017,RLBP1,0.644,0.5,1.1303e-05,Transporter,DTO_05007405,67,30
6018,RLF,0.931,0.115,1.0,Enzyme,DTO_05007624,5,4
6019,RLN2,0.626,0.615,0.00090025,Signaling,DTO_05007599,54,40
6041,RNASEL,0.579,0.692,1.9513e-10,Kinase,DTO_03300101,85,134
6046,BRD2,0.45,0.808,0.99957,Epigenetic regulator,DTO_05007378,303,501
6048,RNF5,0.716,0.538,3.6989e-05,Enzyme,DTO_05007624,28,24
6050,RNH1,0.569,0.731,2.5541e-10,Transcription factor,DTO_05007542,90,85
6093,ROCK1,0.513,0.731,1.0,Kinase,DTO_03300101,157,247
6095,RORA,0.533,0.808,0.40096,Nuclear receptor,DTO_00102000,158,117
6096,RORB,0.644,0.5,0.99991,Nuclear receptor,DTO_00102000,53,16
6097,RORC,0.576,0.769,0.99985,Nuclear receptor,DTO_00102000,88,78
6098,ROS1,0.439,0.885,1.6183999999999998e-72,Kinase,DTO_03300101,356,834
6102,RP2,0.67,0.346,0.95597,Enzyme,DTO_05007624,45,45
6117,RPA1,0.619,0.692,0.08777,Nucleic acid binding,DTO_05007557,59,36
6121,RPE65,0.417,0.808,6.4889e-14,Enzyme,DTO_05007624,431,705
6122,RPL3,0.736,0.462,0.99441,Nucleic acid binding,DTO_05007557,26,16
6123,RPL3L,0.89,0.192,4.947e-16,Nucleic acid binding,DTO_05007557,7,5
6125,RPL5,0.617,0.615,0.99776,Nucleic acid binding,DTO_05007557,92,34
6128,RPL6,0.7,0.385,0.99326,Nucleic acid binding,DTO_05007557,27,11
6129,RPL7,1.0,0.038,0.99626,Nucleic acid binding,DTO_05007557,3,3
6130,RPL7A,0.769,0.154,0.99485,Nucleic acid binding,DTO_05007557,13,4
6132,RPL8,0.839,0.115,0.95531,Nucleic acid binding,DTO_05007557,6,3
6133,RPL9,0.805,0.308,0.96197,Nucleic acid binding,DTO_05007557,8,8
6134,RPL10,0.568,0.731,0.90915,Nucleic acid binding,DTO_05007557,116,55
6135,RPL11,0.65,0.577,0.96088,Nucleic acid binding,DTO_05007557,61,25
6136,RPL12,0.931,0.115,0.053094,Nucleic acid binding,DTO_05007557,3,2
6137,RPL13,0.751,0.385,0.95062,Nucleic acid binding,DTO_05007557,20,11
6138,RPL15,0.686,0.615,0.97146,Nucleic acid binding,DTO_05007557,47,15
6141,RPL18,0.743,0.385,0.96644,Nucleic acid binding,DTO_05007557,31,6
6143,RPL19,0.751,0.308,0.98197,Nucleic acid binding,DTO_05007557,16,8
6144,RPL21,0.839,0.115,0.83747,Nucleic acid binding,DTO_05007557,14,3
6146,RPL22,0.666,0.346,0.15619,Nucleic acid binding,DTO_05007557,39,19
6147,RPL23A,0.78,0.308,0.90573,Nucleic acid binding,DTO_05007557,11,7
6150,MRPL23,0.89,0.115,1.6288e-08,Nucleic acid binding,DTO_05007557,6,2
6152,RPL24,0.861,0.192,0.64137,Nucleic acid binding,DTO_05007557,8,5
6154,RPL26,0.695,0.423,0.9163,Nucleic acid binding,DTO_05007557,43,5
6155,RPL27,0.769,0.385,0.85027,Nucleic acid binding,DTO_05007557,23,2
6156,RPL30,0.821,0.077,0.84674,Nucleic acid binding,DTO_05007557,10,5
6157,RPL27A,0.89,0.115,0.91072,Nucleic acid binding,DTO_05007557,11,4
6158,RPL28,0.839,0.192,0.76854,Nucleic acid binding,DTO_05007557,7,4
6159,RPL29,0.644,0.462,0.19534,Nucleic acid binding,DTO_05007557,48,26
6160,RPL31,0.78,0.308,0.84958,Nucleic acid binding,DTO_05007557,14,7
6161,RPL32,0.839,0.192,0.79962,Nucleic acid binding,DTO_05007557,8,5
6165,RPL35A,0.736,0.385,0.89535,Nucleic acid binding,DTO_05007557,31,11
6167,RPL37,0.861,0.154,0.18273,Nucleic acid binding,DTO_05007557,5,5
6169,RPL38,0.89,0.038,0.8255,Nucleic acid binding,DTO_05007557,3,2
6170,RPL39,0.76,0.192,0.57637,Nucleic acid binding,DTO_05007557,14,5
6173,RPL36A,0.656,0.385,0.42737,Nucleic acid binding,DTO_05007557,46,48
6182,MRPL12,0.931,0.115,0.0032204,Nucleic acid binding,DTO_05007557,3,2
6184,RPN1,0.792,0.269,0.239,Enzyme,DTO_05007624,14,10
6185,RPN2,0.686,0.462,0.11487,Enzyme,DTO_05007624,33,18
6187,RPS2,0.76,0.462,0.8469,Nucleic acid binding,DTO_05007557,22,11
6188,RPS3,0.7,0.346,0.92,Nucleic acid binding,DTO_05007557,26,20
6189,RPS3A,0.839,0.192,0.97002,Enzyme,DTO_05007624,7,5
6191,RPS4X,0.711,0.5,0.93222,Nucleic acid binding,DTO_05007557,28,19
6192,RPS4Y1,0.861,0.269,0.62651,Nucleic acid binding,DTO_05007557,6,4
6193,RPS5,0.89,0.154,0.94764,Nucleic acid binding,DTO_05007557,3,4
6194,RPS6,0.547,0.692,0.9759,Nucleic acid binding,DTO_05007557,117,95
6195,RPS6KA1,0.619,0.654,0.0019056,Kinase,DTO_03300101,68,60
6196,RPS6KA2,0.636,0.538,0.0094073,Kinase,DTO_03300101,54,39
6197,RPS6KA3,0.491,0.846,0.99999,Kinase,DTO_03300101,315,153
6198,RPS6KB1,0.511,0.731,0.97285,Kinase,DTO_03300101,169,192
6199,RPS6KB2,0.678,0.538,5.9587999999999995e-21,Kinase,DTO_03300101,35,27
6201,RPS7,0.682,0.462,0.95439,Nucleic acid binding,DTO_05007557,52,14
6202,RPS8,0.805,0.192,0.99003,Nucleic acid binding,DTO_05007557,9,4
6203,RPS9,0.78,0.154,0.87956,Nucleic acid binding,DTO_05007557,13,7
6204,RPS10,0.729,0.462,0.97108,Nucleic acid binding,DTO_05007557,31,14
6205,RPS11,0.931,0.038,0.94396,Nucleic acid binding,DTO_05007557,14,9
6206,RPS12,0.76,0.231,0.88531,Nucleic acid binding,DTO_05007557,16,7
6207,RPS13,0.931,0.077,0.87646,Nucleic acid binding,DTO_05007557,4,2
6208,RPS14,0.631,0.5,0.90388,Nucleic acid binding,DTO_05007557,67,50
6209,RPS15,0.695,0.231,0.83284,Nucleic acid binding,DTO_05007557,28,15
6210,RPS15A,0.638,0.538,0.802,Nucleic acid binding,DTO_05007557,58,19
6218,RPS17,0.751,0.462,0.32566,Nucleic acid binding,DTO_05007557,28,14
6222,RPS18,0.861,0.192,0.9759,Nucleic acid binding,DTO_05007557,7,8
6223,RPS19,0.48,0.846,0.92111,Nucleic acid binding,DTO_05007557,256,351
6224,RPS20,0.61,0.692,0.020686,Nucleic acid binding,DTO_05007557,86,17
6227,RPS21,0.805,0.269,0.1406,Nucleic acid binding,DTO_05007557,11,6
6228,RPS23,0.7,0.5,0.85944,Nucleic acid binding,DTO_05007557,37,10
6229,RPS24,0.695,0.423,0.68141,Nucleic acid binding,DTO_05007557,42,24
6231,RPS26,0.716,0.538,0.84833,Nucleic acid binding,DTO_05007557,38,26
6232,RPS27,0.578,0.769,0.75663,Nucleic acid binding,DTO_05007557,104,93
6233,RPS27A,0.621,0.808,0.91944,Nucleic acid binding,DTO_05007557,59,52
6234,RPS28,0.716,0.423,0.68259,Nucleic acid binding,DTO_05007557,38,4
6237,RRAS,0.543,0.808,0.004663,Enzyme modulator,DTO_05007584,149,87
6240,RRM1,0.552,0.692,1.0,Enzyme,DTO_05007624,111,150
6241,RRM2,0.555,0.769,0.2964,Enzyme,DTO_05007624,101,115
6247,RS1,0.686,0.5,0.95743,Enzyme,DTO_05007624,43,122
6249,CLIP1,0.617,0.654,0.68088,Cellular structure,DTO_05007530,79,44
6256,RXRA,0.543,0.769,0.99852,Nuclear receptor,DTO_00102000,132,105
6257,RXRB,0.686,0.654,0.99719,Nuclear receptor,DTO_00102000,35,19
6258,RXRG,0.674,0.615,0.42421,Nuclear receptor,DTO_00102000,40,26
6259,RYK,0.705,0.423,0.98922,Kinase,DTO_03300101,31,17
6261,RYR1,0.489,0.808,1.5944e-29,Ion channel,DTO_01300327,320,401
6262,RYR2,0.539,0.615,0.99999,Ion channel,DTO_01300327,160,358
6263,RYR3,0.666,0.462,0.70566,Ion channel,DTO_01300327,40,24
6271,S100A1,0.421,0.846,0.0060044,Calcium-binding protein,DTO_05007616,396,501
6272,SORT1,0.573,0.615,0.99987,Transporter,DTO_05007405,111,129
6273,S100A2,0.603,0.577,5.8403e-05,Calcium-binding protein,DTO_05007616,72,56
6274,S100A3,0.792,0.115,0.0079273,Calcium-binding protein,DTO_05007616,12,6
6275,S100A4,0.448,0.769,0.0061838,Calcium-binding protein,DTO_05007616,308,516
6276,S100A5,0.805,0.308,5.5111e-05,Calcium-binding protein,DTO_05007616,14,3
6277,S100A6,0.51,0.808,0.17565,Calcium-binding protein,DTO_05007616,168,140
6278,S100A7,0.546,0.769,0.45274,Calcium-binding protein,DTO_05007616,119,117
6279,S100A8,0.43,0.962,0.13761,Calcium-binding protein,DTO_05007616,369,509
6280,S100A9,0.433,0.885,0.4777,Calcium-binding protein,DTO_05007616,363,415
6281,S100A10,0.528,0.769,0.16843,Calcium-binding protein,DTO_05007616,150,124
6282,S100A11,0.556,0.731,0.0084662,Calcium-binding protein,DTO_05007616,103,61
6283,S100A12,0.488,0.846,0.48234,Calcium-binding protein,DTO_05007616,221,264
6284,S100A13,0.751,0.154,0.049652,Calcium-binding protein,DTO_05007616,17,6
6285,S100B,0.383,0.923,0.04387,Calcium-binding protein,DTO_05007616,599,865
6286,S100P,0.78,0.346,0.033257,Calcium-binding protein,DTO_05007616,11,16
6288,SAA1,0.513,0.808,0.01493,Transporter,DTO_05007405,188,201
6289,SAA2,0.568,0.731,2.7019e-06,Transporter,DTO_05007405,103,107
6291,SAA4,0.78,0.269,0.012346,Transporter,DTO_05007405,13,9
6293,VPS52,0.78,0.231,0.00038938,Transporter,DTO_05007405,11,9
6295,SAG,0.57,0.731,1.4921e-16,Enzyme modulator,DTO_05007584,97,49
6296,ACSM3,0.623,0.615,1.441e-14,Enzyme,DTO_05007624,69,83
6297,SALL2,0.674,0.423,0.00013767,Transcription factor,DTO_05007542,42,18
6299,SALL1,0.539,0.808,0.99971,Transcription factor,DTO_05007542,156,68
6300,MAPK12,0.695,0.346,5.8734e-07,Kinase,DTO_03300101,34,25
6301,SARS1,0.558,0.769,0.99925,Enzyme,DTO_05007624,137,246
6304,SATB1,0.525,0.769,0.99051,Transcription factor,DTO_05007542,147,148
6305,SBF1,0.7,0.5,0.99933,Enzyme,DTO_05007624,34,16
6307,MSMO1,0.729,0.385,0.089971,Enzyme,DTO_05007624,30,15
6309,SC5D,0.641,0.577,0.0025941,Enzyme,DTO_05007624,71,8
6311,ATXN2,0.482,0.808,0.85289,Nucleic acid binding,DTO_05007557,341,409
6317,SERPINB3,0.565,0.615,8.2146e-16,Enzyme modulator,DTO_05007584,101,87
6318,SERPINB4,0.623,0.423,8.7622e-17,Enzyme modulator,DTO_05007584,64,54
6320,CLEC11A,0.633,0.577,0.00038003,Extracellular structure,DTO_05007621,56,40
6322,SCML1,0.89,0.077,0.96276,Nucleic acid binding,DTO_05007557,3,1
6323,SCN1A,0.477,0.808,1.0,Ion channel,DTO_01300327,287,576
6324,SCN1B,0.575,0.538,0.10186,Ion channel,DTO_01300327,114,80
6326,SCN2A,0.518,0.731,1.0,Ion channel,DTO_01300327,232,188
6327,SCN2B,0.678,0.192,0.0017119,Ion channel,DTO_01300327,33,17
6328,SCN3A,0.617,0.538,1.0,Ion channel,DTO_01300327,88,28
6329,SCN4A,0.554,0.731,0.01294,Ion channel,DTO_01300327,202,228
6330,SCN4B,0.705,0.346,6.4529e-07,Ion channel,DTO_01300327,36,14
6331,SCN5A,0.513,0.654,0.91291,Ion channel,DTO_01300327,216,753
6332,SCN7A,0.585,0.692,2.1568e-17,Ion channel,DTO_01300327,78,52
6334,SCN8A,0.51,0.731,1.0,Ion channel,DTO_01300327,302,156
6335,SCN9A,0.543,0.615,4.7524e-19,Ion channel,DTO_01300327,213,152
6336,SCN10A,0.566,0.692,9.945699999999999e-38,Ion channel,DTO_01300327,147,102
6337,SCNN1A,0.601,0.577,1.0835e-11,Ion channel,DTO_01300327,98,56
6338,SCNN1B,0.628,0.577,5.7545e-08,Ion channel,DTO_01300327,86,74
6339,SCNN1D,0.821,0.192,1.6507e-33,Ion channel,DTO_01300327,7,6
6340,SCNN1G,0.633,0.577,0.48199,Ion channel,DTO_01300327,76,46
6341,SCO1,0.638,0.769,0.00022337,Enzyme,DTO_05007624,71,22
6344,SCTR,0.678,0.423,2.4257e-12,G-protein coupled receptor,DTO_02300001,35,20
6345,SRL,0.597,0.731,8.0004e-08,Enzyme modulator,DTO_05007584,77,80
6346,CCL1,0.587,0.692,0.0079669,Signaling,DTO_05007599,79,59
6347,CCL2,0.321,0.962,0.60786,Signaling,DTO_05007599,1157,2219
6348,CCL3,0.46,0.885,0.34981,Signaling,DTO_05007599,282,266
6351,CCL4,0.466,0.923,0.24134,Signaling,DTO_05007599,276,432
6352,CCL5,0.403,0.885,0.0017516,Signaling,DTO_05007599,514,786
6354,CCL7,0.548,0.846,0.00089294,Signaling,DTO_05007599,124,91
6355,CCL8,0.546,0.692,0.041412,Signaling,DTO_05007599,115,76
6356,CCL11,0.473,0.885,0.010211,Signaling,DTO_05007599,250,265
6357,CCL13,0.628,0.692,0.040987,Signaling,DTO_05007599,50,37
6358,CCL14,0.695,0.423,0.00010929,Signaling,DTO_05007599,29,20
6359,CCL15,0.67,0.615,0.3333,Signaling,DTO_05007599,38,24
6360,CCL16,0.686,0.5,0.22498,Signaling,DTO_05007599,31,26
6361,CCL17,0.518,0.808,0.00013932,Signaling,DTO_05007599,162,186
6362,CCL18,0.489,0.846,0.0091743,Signaling,DTO_05007599,200,147
6363,CCL19,0.542,0.692,0.31691,Signaling,DTO_05007599,126,103
6364,CCL20,0.474,0.846,0.00024242,Signaling,DTO_05007599,242,239
6366,CCL21,0.502,0.769,0.036239,Signaling,DTO_05007599,186,197
6367,CCL22,0.5,0.846,0.0084014,Signaling,DTO_05007599,182,173
6368,CCL23,0.76,0.346,0.00059735,Signaling,DTO_05007599,18,12
6369,CCL24,0.608,0.731,0.0070888,Signaling,DTO_05007599,67,53
6370,CCL25,0.61,0.692,0.015241,Signaling,DTO_05007599,61,42
6372,CXCL6,0.582,0.692,2.7101e-09,Signaling,DTO_05007599,90,54
6373,CXCL11,0.519,0.808,0.31408,Signaling,DTO_05007599,164,146
6374,CXCL5,0.519,0.769,5.0431e-06,Signaling,DTO_05007599,160,155
6375,XCL1,0.601,0.692,0.0012982,Signaling,DTO_05007599,67,60
6376,CX3CL1,0.478,0.808,0.60837,Signaling,DTO_05007599,243,236
6382,SDC1,0.445,0.769,0.0084118,Extracellular structure,DTO_05007621,323,455
6383,SDC2,0.536,0.808,0.4049,Extracellular structure,DTO_05007621,120,104
6385,SDC4,0.603,0.615,0.0041475,Extracellular structure,DTO_05007621,71,58
6386,SDCBP,0.653,0.385,0.00058136,Transporter,DTO_05007405,45,44
6389,SDHA,0.517,0.731,2.6088e-10,Enzyme,DTO_05007624,246,126
6390,SDHB,0.474,0.846,0.00024397,Enzyme,DTO_05007624,316,501
6392,SDHD,0.472,0.885,0.33697,Transporter,DTO_05007405,348,360
6396,SEC13,1.0,0.115,0.017926,Transporter,DTO_05007405,2,2
6399,TRAPPC2,0.722,0.308,0.002414,Transcription factor,DTO_05007542,42,30
6405,SEMA3F,0.653,0.615,0.99989,Signaling,DTO_05007599,55,59
6414,SELENOP,0.545,0.769,8.2884e-07,Extracellular structure,DTO_05007621,138,111
6416,MAP2K4,0.559,0.692,0.99709,Kinase,DTO_03300101,100,106
6418,SET,0.507,0.808,0.99597,Enzyme modulator,DTO_05007584,183,186
6419,SETMAR,0.617,0.692,0.00010188,Epigenetic regulator,DTO_05007378,61,42
6421,SFPQ,0.593,0.654,0.99992,Nucleic acid binding,DTO_05007557,75,64
6426,SRSF1,0.563,0.692,0.98268,Nucleic acid binding,DTO_05007557,98,85
6427,SRSF2,0.561,0.731,0.47898,Nucleic acid binding,DTO_05007557,102,99
6428,SRSF3,0.619,0.615,0.96323,Nucleic acid binding,DTO_05007557,60,54
6429,SRSF4,0.821,0.308,0.86723,Nucleic acid binding,DTO_05007557,9,7
6430,SRSF5,0.604,0.808,0.69255,Nucleic acid binding,DTO_05007557,74,47
6431,SRSF6,0.67,0.462,0.91099,Nucleic acid binding,DTO_05007557,37,23
6432,SRSF7,0.792,0.231,0.98203,Nucleic acid binding,DTO_05007557,12,7
6433,SFSWAP,0.78,0.269,0.99999,Nucleic acid binding,DTO_05007557,17,12
6434,TRA2B,0.7,0.5,0.99312,Nucleic acid binding,DTO_05007557,31,20
6441,SFTPD,0.5,0.846,7.4927e-05,Surfactant,DTO_05007697,194,234
6442,SGCA,0.592,0.654,0.0027124,Calcium-binding protein,DTO_05007616,111,177
6444,SGCD,0.641,0.615,0.0020725,Cellular structure,DTO_05007530,68,80
6445,SGCG,0.621,0.615,4.821e-05,Cellular structure,DTO_05007530,93,107
6446,SGK1,0.506,0.769,0.0023046,Kinase,DTO_03300101,188,163
6447,SCG5,0.663,0.462,6.2865e-05,Signaling,DTO_05007599,32,13
6448,SGSH,0.638,0.692,0.00010158,Enzyme,DTO_05007624,80,116
6453,ITSN1,0.656,0.577,1.0,Enzyme modulator,DTO_05007584,51,29
6464,SHC1,0.597,0.538,0.0017351,Signaling,DTO_05007599,80,61
6470,SHMT1,0.566,0.654,1.275e-14,Enzyme,DTO_05007624,106,82
6472,SHMT2,0.621,0.5,7.8195e-08,Enzyme,DTO_05007624,54,35
6476,SI,0.569,0.692,3.9353e-60,Enzyme,DTO_05007624,117,454
6490,PMEL,0.531,0.769,3.0571e-18,Signaling,DTO_05007599,138,225
6492,SIM1,0.626,0.654,0.99828,Transcription factor,DTO_05007542,84,41
6493,SIM2,0.619,0.731,0.19959,Transcription factor,DTO_05007542,69,59
6494,SIPA1,0.638,0.538,0.0045822,Enzyme modulator,DTO_05007584,59,44
6495,SIX1,0.496,0.692,0.65297,Transcription factor,DTO_05007542,200,145
6496,SIX3,0.56,0.692,0.94714,Transcription factor,DTO_05007542,117,56
6500,SKP1,0.666,0.615,0.37294,Enzyme,DTO_05007624,38,41
6505,SLC1A1,0.561,0.654,8.6876e-06,Transporter,DTO_05007405,122,90
6506,SLC1A2,0.511,0.731,0.71036,Transporter,DTO_05007405,208,207
6507,SLC1A3,0.573,0.577,0.98914,Transporter,DTO_05007405,109,70
6508,SLC4A3,0.751,0.154,1.227e-05,Transporter,DTO_05007405,19,13
6509,SLC1A4,0.7,0.385,0.06559,Transporter,DTO_05007405,40,20
6510,SLC1A5,0.587,0.577,0.16869,Transporter,DTO_05007405,81,82
6511,SLC1A6,0.78,0.154,0.76237,Transporter,DTO_05007405,11,10
6512,SLC1A7,0.769,0.346,7.5281e-11,Transporter,DTO_05007405,17,9
6513,SLC2A1,0.388,0.808,0.9941,Transporter,DTO_05007405,687,938
6514,SLC2A2,0.572,0.692,3.4337e-08,Transporter,DTO_05007405,123,161
6515,SLC2A3,0.534,0.769,0.010333,Transporter,DTO_05007405,144,111
6517,SLC2A4,0.528,0.769,4.7123e-05,Transporter,DTO_05007405,158,296
6518,SLC2A5,0.647,0.5,3.5691e-10,Transporter,DTO_05007405,48,36
6519,SLC3A1,0.593,0.731,7.2168e-27,Transporter,DTO_05007405,84,123
6520,SLC3A2,0.565,0.731,4.2163e-08,Transporter,DTO_05007405,108,80
6521,SLC4A1,0.522,0.731,0.84602,Transporter,DTO_05007405,193,188
6522,SLC4A2,0.682,0.346,0.98521,Transporter,DTO_05007405,35,25
6523,SLC5A1,0.584,0.654,8.747e-08,Transporter,DTO_05007405,94,103
6524,SLC5A2,0.499,0.769,4.9184e-14,Transporter,DTO_05007405,214,850
6526,SLC5A3,0.7,0.423,0.96739,Transporter,DTO_05007405,26,14
6527,SLC5A4,0.839,0.192,1.148e-16,Transporter,DTO_05007405,10,11
6528,SLC5A5,0.499,0.769,0.0029492,Transporter,DTO_05007405,195,384
6529,SLC6A1,0.592,0.538,0.99993,Transporter,DTO_05007405,106,58
6530,SLC6A2,0.49,0.846,0.081524,Transporter,DTO_05007405,238,355
6531,SLC6A3,0.453,0.885,0.99758,Transporter,DTO_05007405,373,945
6532,SLC6A4,0.429,0.808,0.24602,Transporter,DTO_05007405,440,1595
6533,SLC6A6,0.682,0.538,0.98987,Transporter,DTO_05007405,34,17
6534,SLC6A7,0.89,0.231,5.5547e-10,Transporter,DTO_05007405,9,6
6535,SLC6A8,0.476,0.846,0.99778,Transporter,DTO_05007405,274,295
6536,SLC6A9,0.641,0.5,2.1702e-05,Transporter,DTO_05007405,71,30
6538,SLC6A11,0.716,0.462,4.83e-05,Transporter,DTO_05007405,21,17
6539,SLC6A12,0.716,0.5,1.2837e-08,Transporter,DTO_05007405,28,22
6540,SLC6A13,0.736,0.346,1.2157e-11,Transporter,DTO_05007405,21,21
6541,SLC7A1,0.678,0.5,0.99291,Transporter,DTO_05007405,46,38
6542,SLC7A2,0.7,0.5,2.3434e-11,Transporter,DTO_05007405,30,19
6543,SLC8A2,0.78,0.154,0.99633,Transporter,DTO_05007405,15,10
6545,SLC7A4,0.666,0.423,2.8317e-07,Transporter,DTO_05007405,31,22
6546,SLC8A1,0.544,0.769,0.9957,Transporter,DTO_05007405,146,119
6547,SLC8A3,0.666,0.346,0.00073391,Transporter,DTO_05007405,51,17
6548,SLC9A1,0.55,0.731,0.79049,Transporter,DTO_05007405,144,147
6549,SLC9A2,0.839,0.308,0.0024247,Transporter,DTO_05007405,11,8
6550,SLC9A3,0.612,0.615,0.97845,Transporter,DTO_05007405,73,84
6553,SLC9A5,0.78,0.346,1.7991e-08,Transporter,DTO_05007405,11,7
6554,SLC10A1,0.626,0.462,4.7887e-16,Transporter,DTO_05007405,54,107
6555,SLC10A2,0.621,0.538,9.5802e-17,Transporter,DTO_05007405,66,55
6556,SLC11A1,0.525,0.846,1.5485000000000001e-19,Transporter,DTO_05007405,141,195
6557,SLC12A1,0.631,0.538,6.6809e-17,Transporter,DTO_05007405,87,67
6558,SLC12A2,0.552,0.808,0.96153,Transporter,DTO_05007405,128,105
6559,SLC12A3,0.493,0.808,3.0323999999999997e-32,Transporter,DTO_05007405,252,307
6560,SLC12A4,0.76,0.385,2.0528e-11,Transporter,DTO_05007405,23,15
